Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Spinel,Pinkish Purple,0.6,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,19500.0,,6.15 x 4.63 x 2.84,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.75,Mixed Brilliant Oval,Pinkish Purple,Slightly Included,No Enhancement,24375.0,,6.35 x 4.85 x 3.29,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.62,Mixed Brilliant Cushion,Violet,Very Slightly Included,No Enhancement,32175.0,,5.88 x 4.64 x 2.8,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.91,Mixed Brilliant Oval,Purple,Slightly Included,No Enhancement,47450.0,,6.72 x 5.27 x 3.56,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.79,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,40950.0,,6.42 x 4.57 x 3.09,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.48,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,18850.0,,5.28 x 4.48 x 2.7,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.7,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,36400.0,,6.47 x 5.17 x 2.9,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.79,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,40950.0,,6.53 x 5.04 x 3.24,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.95,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,61750.0,,5.97 x 5.51 x 3.63,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.44,Mixed Brilliant Round,Pinkish Purple,Very Slightly Included,No Enhancement,17225.0,,4.8 x 4.82 x 2.95,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.7,Mixed Brilliant Oval,Purple,Slightly Included,No Enhancement,27300.0,,6.45 x 4.72 x 3.22,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.73,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,38025.0,,6.45 x 4.92 x 3.12,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,0.99,Mixed Brilliant Round,Greyish Blue,Very Slightly Included,No Enhancement,64350.0,,6.43 x 6.47 x 3.57,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.03,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,66950.0,,7.0 x 5.51 x 3.63,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.7,Mixed Brilliant Cushion,Violet,Very Slightly Included,No Enhancement,36400.0,,6.24 x 4.63 x 2.94,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.61,Mixed Brilliant Cushion,Pinkish Purple,Very Slightly Included,No Enhancement,31850.0,,5.86 x 4.63 x 2.46,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.74,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,38350.0,,6.27 x 5.01 x 3.2,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.39,Mixed Brilliant Round,Pinkish Purple,Eye Clean,No Enhancement,15275.0,,4.6 x 4.58 x 2.91,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.61,Mixed Brilliant Round,Purple,Eye Clean,No Enhancement,31850.0,,5.22 x 5.22 x 3.34,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.64,Mixed Brilliant Cushion,Violet,Very Slightly Included,No Enhancement,33150.0,,5.36 x 5.1 x 3.09,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.53,Mixed Brilliant Round,Purple,Eye Clean,No Enhancement,27625.0,,5.05 x 5.06 x 2.92,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.43,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,No Enhancement,16900.0,,5.53 x 3.98 x 2.18,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.03,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,No Enhancement,66950.0,,7.54 x 5.3 x 2.84,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.9,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,29250.0,,5.86 x 5.91 x 3.83,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.36,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,13975.0,,4.67 x 4.72 x 2.51,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.46,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,17875.0,,5.53 x 4.61 x 2.49,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.69,Mixed Brilliant Cushion,Pinkish Purple,Very Slightly Included,No Enhancement,35750.0,,5.31 x 5.3 x 3.31,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.53,Mixed Brilliant Pear,Purple,Very Slightly Included,No Enhancement,27625.0,,6.24 x 4.74 x 2.72,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.7,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,36400.0,,5.86 x 4.89 x 3.39,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.99,Mixed Brilliant Oval,Purplish Pink,Eye Clean,No Enhancement,64350.0,,7.16 x 5.6 x 3.32,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.94,Mixed Brilliant Oval,Purplish Pink,Eye Clean,No Enhancement,48750.0,,7.21 x 5.54 x 3.13,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.6,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,31200.0,,6.0 x 4.75 x 2.61,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.66,Mixed Brilliant Oval,Violet,Slightly Included,No Enhancement,21450.0,,6.34 x 5.04 x 2.9,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.94,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,48750.0,,6.2 x 4.93 x 4.04,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.47,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,18200.0,,4.89 x 4.84 x 2.66,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.46,Mixed Brilliant Oval,Purplish Pink,Slightly Included,No Enhancement,14950.0,,5.45 x 4.25 x 2.81,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.96,Mixed Brilliant Oval,Pinkish Purple,Slightly Included,No Enhancement,18850.0,,7.45 x 5.58 x 3.33,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.63,Mixed Brilliant Pear,Purple,Slightly Included,No Enhancement,16250.0,,7.05 x 4.75 x 2.83,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.72,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,37375.0,,6.13 x 4.79 x 3.13,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.44,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,14300.0,,5.24 x 3.88 x 2.62,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.56,Mixed Brilliant Cushion,Purple,Slightly Included,No Enhancement,21775.0,,5.47 x 3.96 x 2.92,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.57,Mixed Brilliant Round,Blue,Very Slightly Included,No Enhancement,22100.0,,5.19 x 5.17 x 3.17,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.82,Mixed Brilliant Oval,Purple,Slightly Included,No Enhancement,26650.0,,6.52 x 5.15 x 3.47,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.47,Mixed Brilliant Cushion,Violet,Slightly Included,No Enhancement,13650.0,,5.75 x 3.89 x 2.31,Certified by Natural Sapphire Company,2025-09-08
Spinel,Bluish Green,1.03,Mixed Brilliant Cushion,Bluish Green,Very Slightly Included,No Enhancement,53625.0,,6.82 x 4.97 x 3.45,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.0,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,52000.0,,7.23 x 5.62 x 3.28,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.84,Mixed Brilliant Round,Blue,Very Slightly Included,No Enhancement,43550.0,,5.42 x 5.46 x 4.08,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.72,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,27950.0,,6.4 x 4.83 x 3.28,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.85,Mixed Brilliant Oval,Violet,Slightly Included,No Enhancement,27625.0,,6.84 x 5.23 x 3.35,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,0.93,Mixed Brilliant Oval,Greyish Blue,Slightly Included,No Enhancement,36400.0,,6.95 x 5.25 x 3.4,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.74,Mixed Brilliant Oval,Violet,Very Slightly Included,No Enhancement,28925.0,,6.39 x 4.8 x 3.35,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.68,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,26650.0,,6.18 x 4.69 x 2.67,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.8,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,20800.0,,6.54 x 4.98 x 2.87,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.8,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,41600.0,,6.8 x 4.83 x 2.76,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.85,Mixed Brilliant Oval,Violet,Very Slightly Included,No Enhancement,44200.0,,6.41 x 5.39 x 3.46,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.72,Mixed Brilliant Round,Violet,Very Slightly Included,No Enhancement,37375.0,,5.92 x 5.95 x 3.08,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.92,Mixed Brilliant Oval,Violet,Very Slightly Included,No Enhancement,47775.0,,6.66 x 5.33 x 3.36,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.99,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,64350.0,,6.72 x 5.44 x 3.04,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.58,Mixed Brilliant Oval,Violet,Very Slightly Included,No Enhancement,18850.0,,5.99 x 4.55 x 3.06,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.71,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,37050.0,,6.23 x 4.92 x 3.2,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.44,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,74750.0,,8.34 x 6.29 x 3.7,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.42,Mixed Brilliant Oval,Purple,Slightly Included,No Enhancement,11050.0,,5.82 x 4.47 x 2.28,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,1.23,Mixed Brilliant Oval,Pink,Very Slightly Included,No Enhancement,79950.0,,7.4 x 5.34 x 4.03,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.2,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,78000.0,,7.22 x 5.92 x 3.62,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.54,Mixed Brilliant Cushion,Violet,Very Slightly Included,No Enhancement,21125.0,,5.7 x 4.34 x 2.69,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.32,Mixed Brilliant Cushion,Purplish Pink,Eye Clean,No Enhancement,12350.0,,4.48 x 4.31 x 2.27,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.64,Mixed Brilliant Oval,Violet,Very Slightly Included,No Enhancement,25025.0,,5.99 x 4.93 x 3.09,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.8,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,36400.0,,6.18 x 4.96 x 3.6,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.55,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,21450.0,,5.62 x 4.68 x 2.81,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.86,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,27950.0,,6.75 x 5.43 x 3.22,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.49,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,19175.0,,5.67 x 4.41 x 2.95,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.85,Mixed Brilliant Cushion,Violet,Very Slightly Included,No Enhancement,33150.0,,5.53 x 5.32 x 3.7,Certified by Natural Sapphire Company,2025-09-08
Spinel,Bluish Grey,1.14,Mixed Brilliant Cushion,Bluish Grey,Very Slightly Included,No Enhancement,74100.0,,6.4 x 5.96 x 3.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.48,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,15600.0,,6.09 x 4.65 x 2.49,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,2.48,Mixed Brilliant Cushion,Purplish Red,Slightly Included,No Enhancement,112775.0,,8.05 x 7.09 x 4.99,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.99,Mixed Brilliant Pear,Red,Very Slightly Included,No Enhancement,32175.0,,7.72 x 5.29 x 3.31,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.53,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,17225.0,,5.54 x 4.27 x 2.49,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,0.81,Mixed Brilliant Oval,Purplish Red,Very Slightly Included,No Enhancement,15925.0,,6.09 x 5.14 x 3.27,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,0.73,Mixed Brilliant Cushion,Purplish Red,Very Slightly Included,No Enhancement,14300.0,,5.42 x 4.11 x 3.53,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.75,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,24375.0,,6.59 x 5.17 x 3.05,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.84,Mixed Brilliant Oval,Red,Very Slightly Included,No Enhancement,16250.0,,6.09 x 5.06 x 3.38,Certified by Natural Sapphire Company,2025-09-08
Garnet,Orange,0.7,Mixed Brilliant Pear,Orange,Very Slightly Included,No Enhancement,13650.0,,6.17 x 5.07 x 3.12,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,0.9,Mixed Brilliant Pear,Purplish Red,Very Slightly Included,No Enhancement,23400.0,,7.12 x 5.18 x 3.48,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.7,Mixed Brilliant Pear,Red,Very Slightly Included,No Enhancement,13650.0,,6.08 x 5.1 x 3.12,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,1.15,Mixed Brilliant Oval,Red,Very Slightly Included,No Enhancement,37375.0,,7.01 x 5.09 x 3.58,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,1.92,Mixed Brilliant Pear,Red,Very Slightly Included,No Enhancement,62400.0,,9.33 x 6.24 x 4.58,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,2.4,Radiant Cut Radiant,Blue,Eye Clean,Heat Treated,624000.0,,9.2 x 6.72 x 4.48,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Golden,1.44,Radiant Cut Radiant,Golden,Very Slightly Included,No Enhancement,97500.0,,7.17 x 6.41 x 4.16,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Yellowish Green,3.12,Mixed Brilliant Oval,Yellowish Green,Very Slightly Included,No Enhancement,320450.0,,11.03 x 8.33 x 4.24,Certified by Natural Sapphire Company,2025-09-08
Spinel,Bluish Purple,4.84,Mixed Brilliant Oval,Bluish Purple,Very Slightly Included,No Enhancement,752050.0,,11.66 x 9.77 x 5.67,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,2.84,Mixed Brilliant Oval,Greenish Yellow,Eye Clean,No Enhancement,103350.0,,9.04 x 7.6 x 4.97,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,4.72,Mixed Brilliant Heart,Purple,Very Slightly Included,No Enhancement,650325.0,,10.75 x 10.98 x 5.32,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.12,Radiant Cut Radiant,Blue,Very Slightly Included,No Enhancement,71500.0,,5.85 x 5.3 x 4.45,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,0.54,Mixed Brilliant Round,Greenish Yellow,Very Slightly Included,No Enhancement,24700.0,,5.27 x 5.33 x 2.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,0.95,Mixed Brilliant Cushion,Pink,Very Slightly Included,No Enhancement,30875.0,,5.54 x 4.86 x 3.89,Certified by Natural Sapphire Company,2025-09-08
Zircon,Greenish Brown,2.93,Mixed Brilliant Cushion,Greenish Brown,Very Slightly Included,No Enhancement,38025.0,,8.24 x 7.35 x 5.03,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.8,Mixed Brilliant Cushion,Red,Slightly Included,No Enhancement,72800.0,,9.08 x 7.0 x 4.66,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Green,1.07,Mixed Brilliant Cushion,Green,Slightly Included,No Enhancement,260000.0,,6.21 x 6.06 x 3.41,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.95,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,24700.0,,6.57 x 5.16 x 3.66,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.68,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,54600.0,,8.33 x 6.73 x 4.49,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Red,1.39,Mixed Brilliant Oval,Red,Slightly Included,No Enhancement,45175.0,,8.31 x 6.24 x 3.59,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,2.22,Mixed Brilliant Cushion,Yellowish Brown,Eye Clean,No Enhancement,43225.0,,7.47 x 6.9 x 4.39,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.58,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,20800.0,,5.65 x 4.72 x 2.67,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.72,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,32825.0,,5.48 x 4.27 x 3.74,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brownish Green,1.34,Mixed Brilliant Oval,Brownish Green,Very Slightly Included,No Enhancement,21775.0,,6.84 x 5.79 x 3.59,Certified by Natural Sapphire Company,2025-09-08
Spinel,Brown,0.6,Mixed Brilliant Oval,Brown,Very Slightly Included,No Enhancement,19500.0,,5.02 x 4.19 x 3.03,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.5,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,39000.0,,7.25 x 7.08 x 4.04,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.12,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,29250.0,,6.48 x 6.46 x 3.95,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.13,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,36725.0,,6.44 x 5.51 x 3.57,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.19,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,30875.0,,6.37 x 6.44 x 3.89,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Yellowish Green,0.86,Mixed Brilliant Pear,Yellowish Green,Very Slightly Included,No Enhancement,33475.0,,6.85 x 5.07 x 3.07,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.15,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,29900.0,,6.6 x 6.42 x 3.82,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.35,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,35100.0,,6.49 x 6.6 x 4.2,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.33,Mixed Brilliant Round,Orange,Slightly Included,No Enhancement,34450.0,,6.6 x 6.47 x 4.27,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.37,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,35750.0,,6.53 x 6.53 x 4.87,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,0.89,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,23075.0,,6.14 x 6.15 x 3.27,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.33,Mixed Brilliant Oval,Orange,Very Slightly Included,No Enhancement,26000.0,,7.0 x 6.6 x 4.02,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,0.99,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,25675.0,,6.06 x 6.29 x 3.72,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.15,Mixed Brilliant Oval,Orange,Very Slightly Included,No Enhancement,29900.0,,6.75 x 6.17 x 3.76,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.59,Mixed Brilliant Round,Orange,Very Slightly Included,No Enhancement,41275.0,,7.24 x 7.33 x 4.18,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.37,Mixed Brilliant Round,Orange,Slightly Included,No Enhancement,35750.0,,6.64 x 6.63 x 4.4,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Pink,3.63,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,117975.0,,11.39 x 7.89 x 4.86,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,3.33,Trillion Cut Trillion,Purplish Red,Eye Clean,No Enhancement,86450.0,,8.78 x 10.24 x 5.21,Certified by Natural Sapphire Company,2025-09-08
