Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Spinel,Pinkish Purple,2.33,Mixed Brilliant Oval,Pinkish Purple,Slightly Included,No Enhancement,151450.0,,9.25 x 7.3 x 4.61,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,4.54,Mixed Brilliant Cushion,Pink,Very Slightly Included,No Enhancement,147550.0,,11.27 x 8.46 x 5.59,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.59,Mixed Brilliant Cushion,Violet,Very Slightly Included,No Enhancement,26975.0,,5.84 x 4.02 x 2.69,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.26,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,81900.0,,6.19 x 6.11 x 4.15,Certified by Natural Sapphire Company,2025-09-08
Spinel,Brown,1.65,Mixed Brilliant Oval,Brown,Very Slightly Included,No Enhancement,85800.0,,7.18 x 5.48 x 4.07,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,0.61,Mixed Brilliant Round,Pink,Very Slightly Included,No Enhancement,31850.0,,5.18 x 5.22 x 3.41,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.96,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,No Enhancement,62400.0,,6.95 x 4.92 x 3.27,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.95,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,49400.0,,6.02 x 5.66 x 3.24,Certified by Natural Sapphire Company,2025-09-08
Zircon,Orange,2.25,Mixed Brilliant Cushion,Orange,Very Slightly Included,Heat Treated,65975.0,,7.4 x 6.69 x 4.18,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Purple,3.37,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,219050.0,,11.07 x 8.46 x 5.44,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.19,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,No Enhancement,116025.0,,5.97 x 5.44 x 4.15,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.84,Mixed Brilliant Round,Blue,Very Slightly Included,No Enhancement,43550.0,,5.6 x 5.56 x 3.87,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.09,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,No Enhancement,70850.0,,6.88 x 5.1 x 3.7,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,0.97,Mixed Brilliant Round,Brown,Very Slightly Included,No Enhancement,25350.0,,5.77 x 5.79 x 3.22,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,0.82,Mixed Brilliant Round,Brown,Very Slightly Included,No Enhancement,10725.0,,5.49 x 5.48 x 2.96,Certified by Natural Sapphire Company,2025-09-08
Zircon,Purplish Red,1.02,Mixed Brilliant Pear,Purplish Red,Very Slightly Included,No Enhancement,13325.0,,7.39 x 4.49 x 3.36,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,0.88,Mixed Brilliant Pear,Brown,Very Slightly Included,No Enhancement,11375.0,,7.7 x 4.13 x 3.0,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Pink,1.36,Mixed Brilliant Oval,Pink,Eye Clean,No Enhancement,44200.0,,8.03 x 6.16 x 4.4,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,1.12,Mixed Brilliant Cushion,Brown,Very Slightly Included,No Enhancement,14625.0,,6.04 x 4.66 x 3.34,Certified by Natural Sapphire Company,2025-09-08
Rhodolite Garnet,Purple,1.0,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,65000.0,,6.69 x 4.92 x 3.9,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,0.55,Mixed Brilliant Round,Green,Eye Clean,No Enhancement,17875.0,,5.12 x 5.13 x 3.68,Certified by Natural Sapphire Company,2025-09-08
Rhodolite Garnet,Pinkish Purple,1.67,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,108550.0,,7.63 x 6.13 x 4.34,Certified by Natural Sapphire Company,2025-09-08
Rhodolite Garnet,Purplish Pink,1.22,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,No Enhancement,79300.0,,6.92 x 5.17 x 3.69,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.26,Mixed Brilliant Oval,Red,Very Slightly Included,No Enhancement,58825.0,,8.05 x 7.17 x 4.66,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.48,Mixed Brilliant Oval,Red,Very Slightly Included,No Enhancement,64350.0,,8.3 x 7.35 x 5.07,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.26,Mixed Brilliant Oval,Red,Slightly Included,No Enhancement,58825.0,,8.63 x 6.85 x 4.64,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.2,Mixed Brilliant Cushion,Red,Very Slightly Included,No Enhancement,57200.0,,7.3 x 6.93 x 4.93,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Red,1.42,Mixed Brilliant Cushion,Pinkish Red,Very Slightly Included,No Enhancement,46150.0,,6.36 x 6.13 x 4.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,3.07,Brilliant Round,Greenish Blue,Eye Clean,No Enhancement,648700.0,,9.22 x 9.19 x 5.52,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,1.24,Mixed Brilliant Oval,Greenish Blue,Eye Clean,No Enhancement,161200.0,,7.23 x 5.29 x 4.33,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,2.32,Mixed Brilliant Cushion,Yellowish Brown,Very Slightly Included,No Enhancement,30225.0,,7.89 x 6.42 x 4.73,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,3.17,Mixed Brilliant Oval,Greenish Blue,Eye Clean,No Enhancement,649025.0,,9.42 x 8.41 x 5.93,Certified by Natural Sapphire Company,2025-09-08
Zircon,Greenish Yellow,2.0,Mixed Brilliant Oval,Greenish Yellow,Very Slightly Included,Heat Treated,52000.0,,9.69 x 7.46 x 3.63,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Green,2.37,Cabochon Oval,Green,Very Slightly Included,No Enhancement,1155375.0,,8.39 x 7.49 x 4.04,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,2.21,Asscher Asscher - Octagon,Blue,Eye Clean,Heat Treated,215475.0,,7.64 x 7.37 x 4.56,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,6.82,Mixed Brilliant Cushion,Greenish Blue,Slightly Included,Heat Treated,664950.0,,12.22 x 10.49 x 5.75,Certified by Natural Sapphire Company,2025-09-08
Spinel,Color Change,2.21,Mixed Brilliant Cushion,Color Change,Slightly Included,Heat Treated,143650.0,,7.49 x 6.6 x 5.22,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,4.04,Asscher Asscher - Octagon,Purplish Pink,Eye Clean,Heat Treated,262600.0,,8.59 x 8.55 x 6.61,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,4.85,Mixed Brilliant Cushion,Pink,Eye Clean,Heat Treated,394225.0,,10.6 x 8.87 x 5.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.08,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,70200.0,,6.79 x 6.38 x 3.39,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,1.53,Asscher Asscher - Octagon,Greenish Blue,Very Slightly Included,Heat Treated,198900.0,,6.39 x 5.92 x 4.65,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.0,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,Heat Treated,227500.0,,6.26 x 5.44 x 3.2,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.67,Mixed Brilliant Pear,Blue,Very Slightly Included,Heat Treated,217100.0,,8.86 x 6.78 x 4.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,2.16,Mixed Brilliant Cushion,Purple,Very Slightly Included,Heat Treated,351000.0,,8.45 x 7.35 x 4.67,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,3.09,Asscher Asscher - Octagon,Violet,Very Slightly Included,Heat Treated,401700.0,,8.05 x 7.4 x 6.2,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.78,Mixed Brilliant Pear,Purple,Very Slightly Included,No Enhancement,40625.0,,6.91 x 4.74 x 3.59,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,4.33,Mixed Brilliant Pear,Yellowish Brown,Eye Clean,No Enhancement,56225.0,,9.76 x 7.93 x 6.21,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.81,Mixed Brilliant Oval,Purple,Slightly Included,No Enhancement,58825.0,,7.87 x 6.2 x 4.85,Certified by Natural Sapphire Company,2025-09-08
Spinel,Bluish Grey,0.7,Mixed Brilliant Pear,Bluish Grey,Very Slightly Included,No Enhancement,36400.0,,6.78 x 4.41 x 3.56,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.04,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,67600.0,,5.9 x 5.58 x 3.89,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,1.17,Mixed Brilliant Oval,Pink,Very Slightly Included,No Enhancement,76050.0,,7.47 x 5.89 x 3.53,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.22,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,31850.0,,7.19 x 5.53 x 4.18,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.81,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,42250.0,,6.88 x 4.9 x 2.72,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.74,Mixed Brilliant Oval,Purple,Slightly Included,No Enhancement,19175.0,,6.08 x 5.14 x 3.21,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.82,Mixed Brilliant Pear,Purple,Very Slightly Included,No Enhancement,94575.0,,9.41 x 6.85 x 4.17,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.62,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,32175.0,,5.49 x 4.71 x 3.2,Certified by Natural Sapphire Company,2025-09-08
Spinel,Reddish Pink,0.96,Mixed Brilliant Oval,Reddish Pink,Very Slightly Included,No Enhancement,50050.0,,6.22 x 5.28 x 3.96,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,2.13,Mixed Brilliant Heart,Rainbow,Slightly Included,No Enhancement,123175.0,,7.72 x 8.99 x 5.89,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.9,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,35100.0,,6.32 x 4.86 x 3.46,Certified by Natural Sapphire Company,2025-09-08
Zircon,Orange,10.19,Mixed Brilliant Cushion,Orange,Eye Clean,Heat Treated,1274325.0,,12.65 x 10.25 x 7.62,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,16.57,Mixed Brilliant Cushion,Yellowish Brown,Eye Clean,Heat Treated,1109225.0,,12.54 x 11.67 x 9.54,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Pink,8.11,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,690625.0,,14.06 x 10.78 x 7.42,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellow,8.63,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,1530750.0,,11.74 x 10.31 x 6.71,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.22,Mixed Brilliant Cushion,Pinkish Purple,Slightly Included,No Enhancement,19825.0,,7.09 x 6.07 x 3.74,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,2.08,Mixed Brilliant Heart,Rainbow,Very Slightly Included,No Enhancement,120250.0,,7.78 x 8.06 x 6.42,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,28.39,Mixed Brilliant Oval,Brown,Eye Clean,Heat Treated,1280175.0,,17.25 x 14.17 x 11.79,Certified by Natural Sapphire Company,2025-09-08
Garnet,Brownish Red,11.4,Mixed Brilliant Oval,Brownish Red,Very Slightly Included,No Enhancement,689000.0,,15.16 x 11.95 x 7.27,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Pink,10.12,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,828750.0,,14.46 x 11.54 x 7.55,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,2.05,Mixed Brilliant Heart,Rainbow,Very Slightly Included,No Enhancement,117325.0,,6.92 x 8.33 x 6.66,Certified by Natural Sapphire Company,2025-09-08
Garnet,Pink,12.32,Mixed Brilliant Oval,Pink,Very Slightly Included,No Enhancement,1105000.0,,15.45 x 12.37 x 8.28,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Blue,1.76,Mixed Brilliant Oval,Purplish Blue,Very Slightly Included,No Enhancement,275600.0,,7.53 x 6.88 x 4.47,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,2.56,Mixed Brilliant Round,Pink,Very Slightly Included,No Enhancement,1105000.0,,8.97 x 8.57 x 4.94,Certified by Natural Sapphire Company,2025-09-08
Topaz,Swiss Blue,3.89,Mixed Brilliant Marquise,Swiss Blue,Very Slightly Included,Irradiation,38025.0,,14.44 x 7.04 x 5.39,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Yellowish Green,1.59,Cabochon Oval,Yellowish Green,Very Very Slightly Included,No Enhancement,516750.0,,6.81 x 6.01 x 4.14,Certified by Natural Sapphire Company,2025-09-08
Aquamarine,Blue,1.58,Mixed Brilliant Oval,Blue,Very Slightly Included,Heat Treated,277225.0,,9.07 x 7.01 x 4.6,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,1.62,Cabochon Round,Greenish Yellow,Very Very Slightly Included,No Enhancement,421200.0,,6.24 x 6.03 x 4.06,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,2.72,Mixed Brilliant Oval,Pink,Slightly Included,No Enhancement,1105000.0,,10.65 x 8.51 x 4.08,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Yellowish Green,1.56,Cabochon Round,Yellowish Green,Very Slightly Included,No Enhancement,405600.0,,6.56 x 6.3 x 3.72,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,2.36,Mixed Brilliant Cushion,Pink,Slightly Included,No Enhancement,552175.0,,9.08 x 8.18 x 4.2,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,1.3,Cabochon Oval,Greenish Yellow,Very Slightly Included,No Enhancement,422500.0,,6.77 x 5.8 x 3.42,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Reddish Pink,0.75,Mixed Brilliant Pear,Reddish Pink,Very Slightly Included,No Enhancement,19500.0,,6.9 x 4.92 x 3.35,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Purplish Red,1.04,Mixed Brilliant Pear,Purplish Red,Slightly Included,No Enhancement,26975.0,,7.44 x 4.7 x 3.71,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Pinkish Red,1.77,Mixed Brilliant Cushion,Pinkish Red,Very Slightly Included,No Enhancement,46150.0,,8.52 x 5.61 x 3.87,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,1.49,Mixed Brilliant Cushion,Brown,Very Slightly Included,No Enhancement,19500.0,,6.79 x 5.35 x 3.54,Certified by Natural Sapphire Company,2025-09-08
Hessonite Garnet,Orange,1.18,Mixed Brilliant Pear,Orange,Slightly Included,No Enhancement,38350.0,,8.56 x 5.64 x 3.78,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Reddish Pink,0.49,Mixed Brilliant Cushion,Reddish Pink,Very Slightly Included,No Enhancement,12675.0,,5.3 x 3.54 x 2.91,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Red,1.11,Mixed Brilliant Cushion,Red,Very Slightly Included,No Enhancement,28925.0,,6.15 x 5.06 x 3.97,Certified by Natural Sapphire Company,2025-09-08
Garnet,Brownish Orange,1.09,Mixed Brilliant Trillion,Brownish Orange,Very Slightly Included,No Enhancement,28275.0,,6.43 x 6.74 x 3.7,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brownish Yellow,3.2,Mixed Brilliant Oval,Brownish Yellow,Very Slightly Included,Heat Treated,41600.0,,9.57 x 7.35 x 4.71,Certified by Natural Sapphire Company,2025-09-08
Zircon,Green,2.44,Mixed Brilliant Cushion,Green,Very Slightly Included,No Enhancement,31850.0,,7.45 x 7.38 x 4.7,Certified by Natural Sapphire Company,2025-09-08
Zircon,Green,1.86,Mixed Brilliant Oval,Green,Very Slightly Included,No Enhancement,24050.0,,8.48 x 6.09 x 4.0,Certified by Natural Sapphire Company,2025-09-08
Zircon,Green,1.49,Mixed Brilliant Cushion,Green,Very Slightly Included,No Enhancement,19500.0,,6.81 x 5.34 x 4.11,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.58,Mixed Brilliant Pear,Purple,Very Slightly Included,No Enhancement,30225.0,,6.9 x 4.47 x 2.88,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.0,Mixed Brilliant Cushion,Blue,Slightly Included,No Enhancement,39000.0,,6.71 x 4.68 x 3.72,Certified by Natural Sapphire Company,2025-09-08
Zircon,Green,2.6,Mixed Brilliant Oval,Green,Very Slightly Included,No Enhancement,33800.0,,8.75 x 6.57 x 5.37,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.44,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,37375.0,,8.74 x 6.42 x 3.69,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,1.14,Mixed Brilliant Oval,Greyish Blue,Very Slightly Included,No Enhancement,44525.0,,6.45 x 5.54 x 4.19,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,1.05,Mixed Brilliant Oval,Violet,Very Slightly Included,No Enhancement,27300.0,,6.97 x 5.43 x 3.76,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,2.93,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,76050.0,,10.48 x 6.53 x 4.93,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,9.25,Mixed Brilliant Oval,Yellowish Brown,Very Slightly Included,Heat Treated,601250.0,,12.05 x 10.27 x 7.43,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.9,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,No Enhancement,23400.0,,5.33 x 5.31 x 4.27,Certified by Natural Sapphire Company,2025-09-08
Zircon,Orangish Brown,7.79,Mixed Brilliant Oval,Orangish Brown,Very Slightly Included,Heat Treated,587275.0,,11.79 x 10.45 x 6.26,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brownish Green,8.67,Mixed Brilliant Oval,Brownish Green,Very Slightly Included,No Enhancement,563550.0,,13.91 x 11.06 x 6.4,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,1.04,Mixed Brilliant Oval,Pink,Slightly Included,No Enhancement,26975.0,,7.18 x 5.7 x 3.58,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.98,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,25350.0,,6.82 x 4.76 x 4.15,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.97,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,37700.0,,5.47 x 5.08 x 3.51,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.38,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,35750.0,,8.02 x 6.23 x 3.76,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.6,Mixed Brilliant Pear,Purple,Very Slightly Included,No Enhancement,41600.0,,9.14 x 6.27 x 4.19,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,2.42,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,94250.0,,9.56 x 6.76 x 4.58,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,13.72,Mixed Brilliant Oval,Yellowish Brown,Very Slightly Included,No Enhancement,891800.0,,15.44 x 11.88 x 7.39,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,7.25,Mixed Brilliant Oval,Yellowish Brown,Very Slightly Included,Heat Treated,471250.0,,11.95 x 9.81 x 6.51,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,7.09,Mixed Brilliant Oval,Brown,Eye Clean,Heat Treated,460850.0,,11.23 x 9.76 x 7.33,Certified by Natural Sapphire Company,2025-09-08
Zircon,Greenish Brown,13.15,Mixed Brilliant Oval,Greenish Brown,Very Slightly Included,Heat Treated,854750.0,,14.96 x 11.4 x 7.81,Certified by Natural Sapphire Company,2025-09-08
Zircon,Greenish Brown,10.24,Mixed Brilliant Oval,Greenish Brown,Slightly Included,Heat Treated,665600.0,,13.59 x 11.19 x 7.62,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,11.47,Mixed Brilliant Oval,Brown,Very Slightly Included,Heat Treated,745550.0,,13.45 x 10.48 x 8.19,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,9.55,Mixed Brilliant Oval,Yellowish Brown,Very Slightly Included,Heat Treated,620750.0,,13.94 x 11.48 x 6.42,Certified by Natural Sapphire Company,2025-09-08
Zircon,Orange,9.42,Mixed Brilliant Oval,Orange,Very Slightly Included,Heat Treated,612300.0,,13.76 x 10.77 x 6.87,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brownish Green,2.7,Mixed Brilliant Round,Brownish Green,Very Slightly Included,Heat Treated,175500.0,,10.01 x 9.96 x 5.0,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,10.5,Mixed Brilliant Oval,Brown,Very Slightly Included,Heat Treated,682500.0,,13.26 x 10.61 x 7.36,Certified by Natural Sapphire Company,2025-09-08
Aquamarine,Blue,137.23,Mixed Brilliant Cushion,Blue,Very Slightly Included,Heat Treated,16167450.0,,34.9 x 27.87 x 19.22,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,2.23,Mixed Brilliant Oval,Brown,Very Slightly Included,No Enhancement,28925.0,,8.73 x 6.84 x 3.64,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,9.84,Mixed Brilliant Oval,Yellowish Brown,Very Slightly Included,Heat Treated,639600.0,,13.41 x 10.68 x 7.6,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.77,Mixed Brilliant Round,Red,Very Slightly Included,No Enhancement,20150.0,,6.1 x 6.08 x 2.92,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.6,Mixed Brilliant Pear,Purple,Very Slightly Included,No Enhancement,23400.0,,6.6 x 4.63 x 2.98,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.76,Mixed Brilliant Cushion,Pinkish Purple,Very Slightly Included,No Enhancement,29575.0,,6.61 x 4.42 x 2.88,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.45,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,17550.0,,4.62 x 4.51 x 2.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.72,Mixed Brilliant Oval,Purple,Slightly Included,No Enhancement,18850.0,,6.39 x 5.05 x 3.11,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Grey,0.58,Mixed Brilliant Pear,Purplish Grey,Very Slightly Included,No Enhancement,14950.0,,6.98 x 4.58 x 2.66,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.59,Mixed Brilliant Cushion,Violet,Eye Clean,No Enhancement,23075.0,,6.48 x 4.35 x 2.54,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.48,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,15600.0,,5.82 x 4.36 x 2.58,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.55,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,21450.0,,5.45 x 4.41 x 3.14,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.92,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,59800.0,,6.69 x 5.22 x 3.61,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.86,Mixed Brilliant Cushion,Pinkish Purple,Very Slightly Included,No Enhancement,33475.0,,6.5 x 4.58 x 3.08,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.69,Mixed Brilliant Round,Purplish Pink,Very Slightly Included,No Enhancement,17875.0,,5.08 x 5.07 x 4.04,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.35,Mixed Brilliant Oval,Blue,Slightly Included,No Enhancement,11375.0,,5.34 x 4.21 x 2.24,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,0.5,Mixed Brilliant Cushion,Pink,Eye Clean,No Enhancement,19500.0,,5.68 x 4.37 x 2.29,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.77,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,39975.0,,6.05 x 4.91 x 3.63,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.76,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,39650.0,,6.45 x 4.97 x 3.08,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.92,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,47775.0,,7.04 x 5.47 x 3.37,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.61,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,31850.0,,6.21 x 4.95 x 2.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.33,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,14950.0,,4.39 x 4.39 x 2.62,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.78,Mixed Brilliant Cushion,Violet,Very Slightly Included,No Enhancement,40625.0,,5.1 x 4.92 x 3.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.42,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,16250.0,,5.44 x 4.04 x 2.65,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.73,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,38025.0,,6.37 x 4.36 x 3.07,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.74,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,38350.0,,6.33 x 4.81 x 3.3,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.78,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,40625.0,,6.44 x 4.98 x 3.19,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.51,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,16575.0,,6.07 x 4.41 x 2.66,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.86,Mixed Brilliant Oval,Pinkish Purple,Slightly Included,No Enhancement,33475.0,,6.4 x 5.14 x 3.54,Certified by Natural Sapphire Company,2025-09-08
